triad_id,phase,condition_slot,condition_id,method,budget,guard_ratio,training_seed,discovery_or_confirmation,control,t_run_slot,control_run_slot,t_selection_seed,control_selection_seed,t_machine_id,control_machine_id,machine_pair,same_machine,t_resume_count,control_resume_count,any_resumed,t_input_snapshot_id,control_input_snapshot_id,same_input_snapshot,delta_TN,delta_FN,delta_gap_q68_q050,delta_tail_gap_q90_q05,delta_normal_q68,delta_normal_q90,delta_defect_q50,delta_defect_q05
TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,1343723075,discovery,R1,RUN_079,RUN_080,1987760147,1090244038,machine_07,machine_07,same_machine,True,2,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2170.0,19.0,-0.0032219122719479,-7.32478918018531e-05,0.0028033262969742,0.009108445702007,-0.0004185859749736,0.0090351978102052
TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,1343723075,discovery,R2,RUN_079,RUN_081,1987760147,1321921470,machine_07,machine_07,same_machine,True,2,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-982.0,6.0,-0.0027680214808796,0.0023876247677908,0.0023065560687536,0.0098505487112676,-0.0004614654121261,0.0122381734790585
TRIAD_028,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,1829910790,discovery,R1,RUN_082,RUN_083,1771359607,1313852010,machine_08,machine_08,same_machine,True,1,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1579.0,1.0,-0.0009882922143223,-0.0158402979389009,0.000359803575994,0.0015067565911495,-0.0006284886383282,-0.0143335413477513
TRIAD_028,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,1829910790,discovery,R2,RUN_082,RUN_084,1771359607,1601959621,machine_08,machine_08,same_machine,True,1,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2019.0,7.0,-0.0001799731061723,-0.0043698635657179,0.0001092901208835,-0.0006822073579115,-7.068298528867256e-05,-0.0050520709236294
TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,1385197443,discovery,R1,RUN_085,RUN_086,683156951,414599903,machine_09,machine_09,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1943.0,-11.0,-0.0008973112690173,-0.0003974119720023,0.001877158277387,-0.0020659427399726,0.0009798470083696,-0.002463354711975
TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,1385197443,discovery,R2,RUN_085,RUN_087,683156951,1803727194,machine_09,machine_09,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-10.0,1.0,-0.0008873110409763,0.0056684400943902,0.0013820673100194,0.0001828817016026,0.000494756269043,0.0058513217959929
TRIAD_030,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,1343723075,discovery,R1,RUN_088,RUN_089,541724197,1000601045,machine_10,machine_10,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1082.0,0.0,-0.0033487133404026,-0.0207766740213894,0.0036098228110022,-0.0013973882631967,0.0002611094705995,-0.0221740622845861
TRIAD_030,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,1343723075,discovery,R2,RUN_088,RUN_090,541724197,1796941351,machine_10,machine_10,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1537.0,-9.0,-0.0011763108302987,-0.0210645697770804,0.0002073320601937,0.0147135857370276,-0.000968978770105,-0.0063509840400527
TRIAD_031,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,1829910790,discovery,R1,RUN_091,RUN_092,116752763,138194905,machine_01,machine_01,same_machine,True,1,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-607.0,-1.0,-0.0010643829049515,0.0006381524463521,0.0001524585567359,0.0036817797248976,-0.0009119243482155,0.0043199321712497
TRIAD_031,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,1829910790,discovery,R2,RUN_091,RUN_093,116752763,599831945,machine_01,machine_01,same_machine,True,1,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1036.0,-1.0,0.0002900406454547,0.0035791413816106,-0.00050608076603,0.0016650263570691,-0.0002160401205751,0.0052441677386798
TRIAD_032,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,1385197443,discovery,R1,RUN_094,RUN_095,723676492,936867673,machine_02,machine_02,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2502.0,16.0,0.0023004213053446,0.0075211226444291,-0.0018259251479879,-0.003520170483889,0.0004744961573568,0.00400095216054
TRIAD_032,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,1385197443,discovery,R2,RUN_094,RUN_096,723676492,1573257447,machine_02,machine_02,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1317.0,-10.0,0.0011480676307503,0.0133050471073724,-4.3670048424759855e-05,-0.0126785506250531,0.0011043975823256,0.0006264964823192
TRIAD_033,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,1343723075,discovery,R1,RUN_097,RUN_098,721504774,560734150,machine_03,machine_03,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,2150.0,-16.0,-0.0014268487158457,-0.0231369593679806,0.0020644356645943,0.0072506331378341,0.0006375869487486,-0.0158863262301465
TRIAD_033,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,1343723075,discovery,R2,RUN_097,RUN_099,721504774,939698449,machine_03,machine_03,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,4296.0,-26.0,-0.001330786651284,-0.0142124978766473,0.0015056442036412,0.0112855012527266,0.0001748575523571,-0.0029269966239207
TRIAD_034,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,1829910790,discovery,R1,RUN_100,RUN_101,1064670156,510450299,machine_04,machine_04,same_machine,True,1,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,106.0,1.0,-0.0005258066335595,0.0059391814472845,0.0003524684112024,-0.0092340685509828,-0.0001733382223571,-0.0032948871036983
TRIAD_034,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,1829910790,discovery,R2,RUN_100,RUN_102,1064670156,1890081013,machine_04,machine_04,same_machine,True,1,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,743.0,-5.0,0.0008716163154729,0.0101169054617358,-5.878703352307779e-05,-0.0076136766311326,0.0008128292819499,0.0025032288306032
TRIAD_035,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,1385197443,discovery,R1,RUN_103,RUN_104,976176117,2017143728,machine_05,machine_05,same_machine,True,1,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1966.0,11.0,-0.0010671382350586,0.014628953886448,0.0007062128662143,-0.0028814837529176,-0.0003609253688443,0.0117474701335303
TRIAD_035,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,1385197443,discovery,R2,RUN_103,RUN_105,976176117,1589216007,machine_05,machine_05,same_machine,True,1,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,2754.0,-20.0,-0.0004483384551908,-0.004853543361095,0.0008198388559121,0.0059715813186705,0.0003715004007212,0.0011180379575755
TRIAD_036,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,1343723075,discovery,R1,RUN_106,RUN_107,1507525319,1176928739,machine_06,machine_06,same_machine,True,0,1,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,907.0,-7.0,0.000748974604155,-0.0083284873551101,-0.0004272455243281,-0.0112828534912215,0.0003217290798268,-0.0196113408463315
TRIAD_036,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,1343723075,discovery,R2,RUN_106,RUN_108,1507525319,240604594,machine_06,machine_06,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,938.0,-13.0,0.0003640134440658,-0.0010620325179667,-0.0004179145350838,-0.0033050272386357,-5.3901091017993785e-05,-0.0043670597566024
TRIAD_037,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,1829910790,discovery,R1,RUN_109,RUN_110,152062577,487107764,machine_07,machine_07,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2784.0,22.0,0.0007479780634855,0.0153752778107423,0.0003408136138868,-0.0192006717168894,0.0010887916773724,-0.0038253939061471
TRIAD_037,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,1829910790,discovery,R2,RUN_109,RUN_111,152062577,1923161937,machine_07,machine_07,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2071.0,21.0,0.0011075520436637,-0.0122637841391672,0.0005646356504332,-0.0093806555504519,0.001672187694097,-0.0216444396896192
TRIAD_038,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,1385197443,discovery,R1,RUN_112,RUN_113,28095403,311180952,machine_08,machine_08,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1302.0,1.0,-0.0023466137768715,-0.0173316819945497,0.0023462373080817,-0.0043593747036646,-3.764687898089037e-07,-0.0216910566982143
TRIAD_038,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,1385197443,discovery,R2,RUN_112,RUN_114,28095403,611213726,machine_08,machine_08,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,479.0,-4.0,-0.0017682758437802,-0.0103445647755619,0.0016863850016867,0.0066796040511631,-8.189084209353492e-05,-0.0036649607243987
TRIAD_039,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,1343723075,discovery,R1,RUN_115,RUN_116,490970316,1425622282,machine_09,machine_09,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1763.0,-3.0,-0.001506975724734,0.005384012032662,0.001173855952819,-0.0028136784279887,-0.0003331197719149,0.0025703336046733
TRIAD_039,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,1343723075,discovery,R2,RUN_115,RUN_117,490970316,461671455,machine_09,machine_09,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-144.0,2.0,-0.0009133218277225,-0.0068506192479212,-0.000559745516056,0.0059315909382562,-0.0014730673437786,-0.000919028309665
TRIAD_040,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,1829910790,discovery,R1,RUN_118,RUN_119,1787742610,1287451921,machine_10,machine_10,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,457.0,-6.0,0.0007893558547826,0.004436904779265,-0.0006791868765396,-0.0008134356792135,0.000110168978243,0.0036234691000515
TRIAD_040,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,1829910790,discovery,R2,RUN_118,RUN_120,1787742610,618537976,machine_10,machine_10,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-562.0,2.0,0.0023912408042227,0.013360919708802,-0.0025139588112599,-0.0040001168525882,-0.0001227180070372,0.0093608028562138
TRIAD_041,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,1385197443,discovery,R1,RUN_121,RUN_122,1447515152,987373371,machine_01,machine_01,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-641.0,7.0,-0.000479534330284,-0.0021254383134544,0.001688215172539,-0.0046052793043292,0.001208680842255,-0.0067307176177836
TRIAD_041,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,1385197443,discovery,R2,RUN_121,RUN_123,1447515152,587321689,machine_01,machine_01,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-993.0,2.0,0.0006335456899462,0.0217787025973514,5.581272411081528e-05,-0.0059892072206287,0.000689358414057,0.0157894953767227
TRIAD_042,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,1343723075,discovery,R1,RUN_124,RUN_125,1765600260,719055643,machine_02,machine_02,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1337.0,-3.0,-0.0020002526398215,-0.0123613919584297,0.0014037985854227,0.0019323897659031,-0.0005964540543987,-0.0104290021925266
TRIAD_042,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,1343723075,discovery,R2,RUN_124,RUN_126,1765600260,2003189019,machine_02,machine_02,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1109.0,5.0,-0.0017201518626182,0.0041986474742866,0.0015895278800505,0.0034484367772655,-0.0001306239825676,0.0076470842515522
TRIAD_043,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,1829910790,discovery,R1,RUN_127,RUN_128,222411419,1129021633,machine_03,machine_03,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-4112.0,17.0,2.8693827028858365e-05,-0.0119958831446631,-2.10455774265067e-05,-0.0073034462173566,7.648249602310031e-06,-0.0192993293620197
TRIAD_043,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,1829910790,discovery,R2,RUN_127,RUN_129,222411419,375233602,machine_03,machine_03,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2054.0,6.0,0.0006339789535315,-0.0116792507753102,0.0002596084539642,-0.011537118030446,0.0008935874074957,-0.0232163688057563
TRIAD_044,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,1385197443,discovery,R1,RUN_130,RUN_131,276642340,1991832991,machine_04,machine_04,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1331.0,-8.0,0.000442880750946,-0.0105446142613455,-3.432498594679173e-05,-0.0090417588715339,0.0004085557649992,-0.0195863731328795
TRIAD_044,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,1385197443,discovery,R2,RUN_130,RUN_132,276642340,1115133061,machine_04,machine_04,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2127.0,6.0,-0.0016446937218003,-0.0174480219177101,0.0020540480436391,-0.0037919094241174,0.0004093543218388,-0.0212399313418276
TRIAD_045,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,1343723075,discovery,R1,RUN_133,RUN_134,1703632046,963122165,machine_05,machine_05,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,685.0,0.0,-0.0021593833101833,0.0049223860451039,0.0016234544359524,0.0080386828445433,-0.0005359288742309,0.0129610688896473
TRIAD_045,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,1343723075,discovery,R2,RUN_133,RUN_135,1703632046,150549446,machine_05,machine_05,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1216.0,-6.0,-0.0016564282409731,-0.0086781695924262,0.0017313188034486,0.0048897774969856,7.489056247556025e-05,-0.0037883920954406
TRIAD_046,A,A16,A16_GapResidual-Strict_B3000,GapResidual-Strict,3000,0.0,1829910790,discovery,R1,RUN_136,RUN_137,478814057,994254849,machine_06,machine_06,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2294.0,10.0,0.0018702533404346,-0.0029302966937656,-0.0018556364793911,0.0007066940787099,1.46168610435371e-05,-0.0022236026150557
TRIAD_046,A,A16,A16_GapResidual-Strict_B3000,GapResidual-Strict,3000,0.0,1829910790,discovery,R2,RUN_136,RUN_138,478814057,726616246,machine_06,machine_06,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1301.0,-17.0,0.000509593687974,0.005298774712011,-0.0005482183461327,0.0040228424532199,-3.862465815862581e-05,0.009321617165231
TRIAD_047,A,A16,A16_GapResidual-Strict_B3000,GapResidual-Strict,3000,0.0,1385197443,discovery,R1,RUN_139,RUN_140,1518223763,487100401,machine_07,machine_07,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2042.0,13.0,-0.00111607924222,-0.0261133788778621,0.0011509440651259,-0.0049549720010056,3.48648229059334e-05,-0.0310683508788678
TRIAD_047,A,A16,A16_GapResidual-Strict_B3000,GapResidual-Strict,3000,0.0,1385197443,discovery,R2,RUN_139,RUN_141,1518223763,2058155519,machine_07,machine_07,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1421.0,9.0,0.0009605874862436,-0.0213602633533348,-0.0002449951977489,-0.0170923616602202,0.0007155922884946,-0.038452625013555
TRIAD_048,A,A16,A16_GapResidual-Strict_B3000,GapResidual-Strict,3000,0.0,1343723075,discovery,R1,RUN_142,RUN_143,1217211708,1211636253,machine_08,machine_08,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-407.0,1.0,6.341820689681477e-05,0.0106301225637821,0.0012807737125238,-0.0048131322848806,0.0013441919194205,0.0058169902789015
TRIAD_048,A,A16,A16_GapResidual-Strict_B3000,GapResidual-Strict,3000,0.0,1343723075,discovery,R2,RUN_142,RUN_144,1217211708,170175844,machine_08,machine_08,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,756.0,1.0,0.0007798462188971,0.0216575704521079,-0.0003015844921837,-0.009698668869546,0.0004782617267133,0.0119589015825618
TRIAD_049,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,1829910790,discovery,R1,RUN_145,RUN_146,1421036678,440860793,machine_09,machine_09,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1309.0,2.0,0.0009339674162425,-0.0168333410970898,0.0005070652401102,-0.0040457237544807,0.0014410326563527,-0.0208790648515706
TRIAD_049,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,1829910790,discovery,R2,RUN_145,RUN_147,1421036678,1291760106,machine_09,machine_09,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,345.0,4.0,-5.7641236695604725e-05,-0.0129906414352911,0.001290304462527,0.0047393547110162,0.0012326632258314,-0.0082512867242748
TRIAD_050,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,1385197443,discovery,R1,RUN_148,RUN_149,2087502397,1149286160,machine_10,machine_10,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1570.0,-10.0,2.588315929641372e-05,0.0023580586780062,-0.0003194875570418,-0.0084803554369325,-0.0002936043977453,-0.0061222967589262
TRIAD_050,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,1385197443,discovery,R2,RUN_148,RUN_150,2087502397,536635280,machine_10,machine_10,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,4.0,-4.0,-0.0007193381503788,0.0026105112715627,-1.8087556429863955e-05,-0.003458613360103,-0.0007374257068086,-0.0008481020885402
TRIAD_051,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,1343723075,discovery,R1,RUN_151,RUN_152,2018778730,30649141,machine_01,machine_11,cross_machine,False,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-423.0,3.0,-0.0004552533325172,0.0028019052124439,0.0013449639738057,-0.0144590472633476,0.0008897106412883,-0.0116571420509036
TRIAD_051,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,1343723075,discovery,R2,RUN_151,RUN_153,2018778730,697224136,machine_01,machine_11,cross_machine,False,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-585.0,-1.0,0.0004767461522304,-0.0143593642609652,-0.0001298958675734,-0.0036796636552832,0.0003468502846569,-0.0180390279162485
TRIAD_052,A,A18,A18_GapCritical-Global-B6000_B6000,GapCritical-Global-B6000,6000,0.0,1829910790,discovery,R1,RUN_154,RUN_155,1640521278,1400331710,machine_02,tail_accel_62,cross_machine,False,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1292.0,12.0,-0.0007921324454778,0.0024420304992357,0.0003987016137385,-0.0108139153637449,-0.0003934308317392,-0.0083718848645092
TRIAD_052,A,A18,A18_GapCritical-Global-B6000_B6000,GapCritical-Global-B6000,6000,0.0,1829910790,discovery,R2,RUN_154,RUN_156,1640521278,831282207,machine_02,tail_accel_62,cross_machine,False,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,610.0,3.0,-0.0001067222544668,-0.0099129784503017,-0.0006386104478144,0.0061000460796581,-0.0007453327022812,-0.0038129323706436
TRIAD_053,A,A18,A18_GapCritical-Global-B6000_B6000,GapCritical-Global-B6000,6000,0.0,1385197443,discovery,R1,RUN_157,RUN_158,2073454726,521596773,machine_03,machine_03,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2087.0,15.0,-0.0011312502590119,0.0155923642038462,0.0009335816420713,-0.009021153689541,-0.0001976686169405,0.0065712105143051
