canonical_field_id,logical_source,normalized_path,field_path,definition,definition_status,collection_state,raw_or_derived,granularity,time_scope,collection_frequency,files_observed,runs_observed,files_expected,runs_expected,coverage_rate,missing_rate,values_observed,non_null_count,null_count,value_null_rate,null_profile_status,unit,reproducibility,leakage_risk,availability_phase,hypothesis_ids,collection_cost_class,priority,priority_reason,gap_status,path_total_bytes,path_mean_bytes_per_file,path_min_bytes,path_max_bytes,artifact_manifest_listed_rate,artifact_manifest_size_match_rate,artifact_sha256_present_rate,storage_attribution,usage_role,usage_status,rationale,source_kind,schema_variant_count,matched_rule_id,scan_status,files_profiled,runs_profiled,unique_count,unique_count_lower_bound,unique_count_exact,constant_state,constant_proved,numeric_count,non_numeric_count,numeric_min,numeric_max,redacted_examples_json,value_digest_sha256,sensitive_values_redacted,original_usage_role,original_usage_status,refinement_rule_id,derived_consumer,derived_evidence_verified,silently_dropped,path_files_observed,domain
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::GR,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,GR,"Observed field 'GR' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::IN,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,IN,"Observed field 'IN' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::IS,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,IS,"Observed field 'IS' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::ND,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,ND,"Observed field 'ND' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,1.0,1.0,"[""1""]",D523C9304422C074989BA9C4D48D167DDD839363B526BAF33570E21292D54F3C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::OB,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,OB,"Observed field 'OB' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::OK,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,OK,"Observed field 'OK' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::OP,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,OP,"Observed field 'OP' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::OS,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,OS,"Observed field 'OS' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::PB,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,PB,"Observed field 'PB' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::PF,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,PF,"Observed field 'PF' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::PH,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,PH,"Observed field 'PH' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::RB,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,RB,"Observed field 'RB' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::RO,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,RO,"Observed field 'RO' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::VA,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,VA,"Observed field 'VA' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,2880000.0,0.0,0.0,0.0,"[""0""]",0524A889C039935FA650B7D16A8FC596EF7967E81DD9795FF213029DD1A40B6C,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::WaterLevel,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,WaterLevel,"Observed field 'WaterLevel' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,13.0,13.0,True,NON_CONSTANT,False,2880000.0,0.0,0.0,100.0,"[""10"", ""0"", ""30""]",F3EA7E98ECE4946F65934591A3D75A516389E954DBD9FB322C4E857B3D2AC2A5,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::normal_definition,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,normal_definition,"Observed field 'normal_definition' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,2880000.0,,,"[""<PATH:0D88D84CCB53>""]",9D396E1C1C3FE4349B55FAE985D696304AEC0F9D10F6860B709C5B09A0097823,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::sample_primary_class,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,sample_primary_class,"Observed field 'sample_primary_class' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Class, source and defect-code composition for subgroup mechanisms.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,SCIENTIFIC_FEATURE,ANALYZED,"Class, source and defect-code composition for subgroup mechanisms.",CSV,1,sample-manifest-composition,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,2880000.0,,,"[""Normal""]",52F882A0BC5265EC00231FF7B94645EE437D4DAD9242435C237E5332A8056202,True,SCIENTIFIC_FEATURE,ANALYZED,sample-manifest-composition,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::source_csv_line_number,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,source_csv_line_number,Observed field 'source_csv_line_number' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Original CSV/image lineage; not a predictive feature.,SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,Original CSV/image lineage; not a predictive feature.,CSV,1,sample-manifest-lineage,PROFILED,240,240,,10001.0,False,NON_CONSTANT,False,2880000.0,0.0,117200.0,1040079.0,"[""<PATH:12477D345657>"", ""<PATH:3D3DC7413DEE>"", ""<PATH:A7E41943A377>""]",AED24916606BD6FBF9B54E6DBD7B426894DA3E24690D9FB814B62040EB1354A7,True,LINEAGE_VALIDATION,AUDITED,sample-manifest-lineage,,False,False,240.0,
canonical_240run_evidence::01_manifests/frozen_inputs/base_val_model_normal_manifest.csv::source_csv_path,canonical_240run_evidence,01_manifests/frozen_inputs/base_val_model_normal_manifest.csv,source_csv_path,Observed field 'source_csv_path' in '01_manifests/frozen_inputs/base_val_model_normal_manifest.csv'. Original CSV/image lineage; not a predictive feature.,SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,FILE_OR_RUN,PRETRAIN_OR_RUNTIME_DECLARED,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,2880000,2880000.0,0.0,0.0,PROFILED,identifier,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,BEFORE_TRAINING,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,1349656540.0,5623568.916666667,5612568.0,5624569.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,Original CSV/image lineage; not a predictive feature.,CSV,1,sample-manifest-lineage,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,2880000.0,,,"[""<PATH:1C5F37A5CFD4>""]",7999A9CC3DAE2EB4916BC603409AD0AB41803D48781EFB69CE5EDF8D62B4769A,True,LINEAGE_VALIDATION,AUDITED,sample-manifest-lineage,,False,False,240.0,
